订单编号,订单日期,发货日期,快递,客户编号,客户名称,客户类型,地区编号,省份,区域,区域经理,产品编号,产品大类,产品小类,品牌,产品名称,产品属性,是否退货,金额,数量,折扣,利润
A000349,2021-08-16,2021-08-22,邮政,U21880,陶武,公司,R00023,天津,华北,殷莲,P00831,办公,器具,Breville,搅拌机,黑色,,836.92,2,0.0,192.36
A001642,2018-03-03,2018-03-08,邮政,U13975,毛芯,公司,R00018,湖南,中南,范彩,P00429,家具,椅子,Hon,扶手椅,黑色,,7639.13,4,0.1,1103.37
A001642,2018-03-03,2018-03-08,邮政,U13975,毛芯,公司,R00018,湖南,中南,范彩,P01443,办公,收纳,Rogers,锁柜,单宽度,,2963.1,3,0.0,651.84
A001082,2021-01-22,2021-01-26,邮政,U19690,付荣,消费者,R00015,辽宁,东北,楚杰,P00153,技术,电话,思科,充电器,整包,,1824.14,1,0.4,-91.34
A001082,2021-01-22,2021-01-26,邮政,U19690,付荣,消费者,R00015,辽宁,东北,楚杰,P00440,技术,复印,Brother,复印机,每套两件,,2203.24,3,0.4,-37.04
A001224,2019-08-13,2019-08-15,中通,U17875,涂珑,小型企业,R00004,广东,中南,范彩,P01066,办公,信封,GlobeWeis,马尼拉纸信封,红色,,1154.72,8,0.0,484.96
A001643,2021-04-07,2021-04-11,邮政,U19480,佘巧,消费者,R00014,吉林,东北,楚杰,P01939,办公,装订,Wilson Jones,装订机盖,实惠,,261.1,5,0.0,86.1
A001644,2020-01-30,2020-02-04,邮政,U17320,楚丽丽,小型企业,R00017,河南,中南,范彩,P00086,办公,装订,Acco,标签,实惠,,160.16,4,0.0,73.36
A001645,2018-05-01,2018-05-06,邮政,U12595,巩辉,消费者,R00009,上海,华东,洪光,P01547,办公,标签,Novimex,文件夹标签,白色,是,385.0,10,0.0,0.0
A001178,2020-03-20,2020-03-25,邮政,U13720,巩荷,消费者,R00023,天津,华北,殷莲,P01944,办公,装订,Avery,装订机盖,回收,,160.02,3,0.0,30.24
A001178,2020-03-20,2020-03-25,邮政,U13720,巩荷,消费者,R00023,天津,华北,殷莲,P00840,办公,信封,Kraft,局间信封,银色,,1841.28,8,0.0,404.32
A001178,2020-03-20,2020-03-25,邮政,U13720,巩荷,消费者,R00023,天津,华北,殷莲,P00458,办公,美术,Binney & Smith,钢笔,金属,,123.2,2,0.0,6.16
A001178,2020-03-20,2020-03-25,邮政,U13720,巩荷,消费者,R00023,天津,华北,殷莲,P00843,办公,信封,Cameo,局间信封,每套50个,,442.68,2,0.0,168.0
A001178,2020-03-20,2020-03-25,邮政,U13720,巩荷,消费者,R00023,天津,华北,殷莲,P00918,办公,用品,Stiletto,开信刀,钢,,388.92,3,0.0,19.32
A000298,2021-05-11,2021-05-15,邮政,U13135,范刚,消费者,R00008,山东,华东,洪光,P00105,办公,器具,Cuisinart,冰箱,白色,,9225.44,4,0.0,922.32
A001646,2019-05-29,2019-06-04,邮政,U19180,施平,小型企业,R00016,湖北,中南,范彩,P00864,办公,器具,Breville,咖啡研磨机,黑色,,858.06,5,0.4,-186.34
A001647,2018-09-28,2018-10-02,邮政,U12220,陶德伟,消费者,R00022,广西,中南,范彩,P01332,办公,信封,Ames,商业信封,红色,,424.2,5,0.0,135.1
A001648,2020-08-29,2020-08-31,中通,U19660,谭琼,小型企业,R00004,广东,中南,范彩,P00771,办公,用品,Elite,剪刀,钢,是,204.68,2,0.0,16.24
A001648,2020-08-29,2020-08-31,中通,U19660,谭琼,小型企业,R00004,广东,中南,范彩,P00428,家具,椅子,Novimex,扶手椅,红色,是,3846.78,2,0.1,769.3
A000209,2019-01-26,2019-01-28,邮政,U13630,贺恒,消费者,R00023,天津,华北,殷莲,P00863,办公,器具,Hoover,咖啡研磨机,白色,是,1874.04,6,0.0,880.32
A001649,2021-09-16,2021-09-21,邮政,U10525,郭博,公司,R00013,甘肃,西北,杨健,P01183,办公,收纳,Rogers,盘,工业,,1160.32,4,0.0,510.16
A000195,2018-01-30,2018-02-06,邮政,U20560,唐爽,小型企业,R00004,广东,中南,范彩,P00305,家具,椅子,Harbour Creations,凳子,可调,,1533.92,2,0.1,443.04
A000195,2018-01-30,2018-02-06,邮政,U20560,唐爽,小型企业,R00004,广东,中南,范彩,P01188,办公,收纳,Tenex,盘,蓝色,,505.96,2,0.0,247.8
A000195,2018-01-30,2018-02-06,邮政,U20560,唐爽,小型企业,R00004,广东,中南,范彩,P00429,家具,椅子,Hon,扶手椅,黑色,,3819.56,2,0.1,551.68
A001650,2019-10-31,2019-11-07,邮政,U19270,邢谦,公司,R00004,广东,中南,范彩,P00610,办公,收纳,Rogers,盒,蓝色,是,223.72,2,0.0,111.72
A001650,2019-10-31,2019-11-07,邮政,U19270,邢谦,公司,R00004,广东,中南,范彩,P00808,技术,配件,罗技,键区,耐用,是,434.28,2,0.0,38.92
A001650,2019-10-31,2019-11-07,邮政,U19270,邢谦,公司,R00004,广东,中南,范彩,P00805,技术,配件,Enermax,键区,实惠,是,535.08,2,0.0,10.64
A001650,2019-10-31,2019-11-07,邮政,U19270,邢谦,公司,R00004,广东,中南,范彩,P01836,办公,标签,Smead,圆形标签,耐用,是,204.12,6,0.0,24.36
A001359,2019-08-31,2019-09-04,邮政,U13150,郭刚,公司,R00028,内蒙古,华北,殷莲,P01078,办公,信封,Cameo,马尼拉纸信封,银色,,411.6,3,0.0,7.98
A001359,2019-08-31,2019-09-04,邮政,U13150,郭刚,公司,R00028,内蒙古,华北,殷莲,P00559,家具,书架,Bush,柜,金属,,799.85,2,0.4,-200.03
A001359,2019-08-31,2019-09-04,邮政,U13150,郭刚,公司,R00028,内蒙古,华北,殷莲,P01515,办公,收纳,Eldon,文件车,工业,,5990.6,10,0.0,658.0
A001651,2018-05-02,2018-05-07,邮政,U15085,殷菊,消费者,R00022,广西,中南,范彩,P01549,办公,标签,Hon,文件夹标签,耐用,,126.42,3,0.0,39.06
A001651,2018-05-02,2018-05-07,邮政,U15085,殷菊,消费者,R00022,广西,中南,范彩,P01578,技术,复印,惠普,无线传真机,红色,,10035.48,6,0.0,3311.28
A001487,2018-01-09,2018-01-13,邮政,U15010,肖菊,公司,R00027,山西,华北,殷莲,P01886,家具,椅子,Harbour Creations,折叠椅,黑色,,1336.44,3,0.0,186.9
A001652,2019-05-09,2019-05-14,邮政,U16555,袁丽娜,公司,R00004,广东,中南,范彩,P00480,办公,收纳,Rogers,搁板,金属,,285.6,1,0.0,48.44
A000608,2018-07-18,2018-07-22,邮政,U19630,潘琼,公司,R00016,湖北,中南,范彩,P00920,办公,用品,Kleencut,开信刀,锯齿状,是,66.53,1,0.4,7.73
A001653,2018-07-27,2018-07-28,圆通,U19840,俞晒明,消费者,R00008,山东,华东,洪光,P00757,办公,用品,Kleencut,剪刀,锯齿状,,974.82,11,0.0,301.84
A001653,2018-07-27,2018-07-28,圆通,U19840,俞晒明,消费者,R00008,山东,华东,洪光,P00058,办公,纸张,Enermax,笔记本,每包12个,,761.6,5,0.0,197.4
A001654,2021-06-29,2021-07-04,圆通,U11110,傅晨,公司,R00019,北京,华北,殷莲,P01881,家具,椅子,Office Star,折叠椅,红色,,2995.86,7,0.0,568.4
A000206,2021-06-12,2021-06-15,邮政,U16270,田丽美,消费者,R00020,重庆,西南,白德伟,P01300,技术,配件,Memorex,闪存驱动器,回收,,634.9,5,0.0,196.7
A000206,2021-06-12,2021-06-15,邮政,U16270,田丽美,消费者,R00020,重庆,西南,白德伟,P01177,家具,用具,Rubvermaid,闹钟,黑色,,702.24,3,0.0,34.86
A001016,2021-03-20,2021-03-22,邮政,U19375,沈强,消费者,R00025,海南,中南,范彩,P00350,办公,系固,Accos,订书钉,混合尺寸,,39.2,1,0.0,18.76
A001655,2018-01-26,2018-01-29,圆通,U20275,韦实,消费者,R00009,上海,华东,洪光,P00153,技术,电话,思科,充电器,整包,是,6080.48,2,0.0,2249.52
A001655,2018-01-26,2018-01-29,圆通,U20275,韦实,消费者,R00009,上海,华东,洪光,P00921,办公,用品,Fiskars,开信刀,钢,是,382.62,3,0.0,149.1
A001655,2018-01-26,2018-01-29,圆通,U20275,韦实,消费者,R00009,上海,华东,洪光,P01152,家具,桌子,Chromcraft,木桌,黑色,是,5404.22,4,0.4,-180.66
A001655,2018-01-26,2018-01-29,圆通,U20275,韦实,消费者,R00009,上海,华东,洪光,P01900,技术,电话,三星,智能手机,混合尺寸,是,2353.68,4,0.0,399.84
A001655,2018-01-26,2018-01-29,圆通,U20275,韦实,消费者,R00009,上海,华东,洪光,P01926,办公,装订,Avery,装订机,耐用,是,268.8,4,0.0,91.28
A001656,2021-08-05,2021-08-09,邮政,U10945,刘婵,消费者,R00007,黑龙江,东北,楚杰,P00232,办公,装订,Ibico,打孔机,耐用,是,298.2,2,0.0,11.76
A001656,2021-08-05,2021-08-09,邮政,U10945,刘婵,消费者,R00007,黑龙江,东北,楚杰,P00839,办公,信封,GlobeWeis,局间信封,每套50个,是,1115.8,5,0.0,457.1
A001656,2021-08-05,2021-08-09,邮政,U10945,刘婵,消费者,R00007,黑龙江,东北,楚杰,P00733,技术,配件,SanDisk,记忆卡,回收,是,1543.08,3,0.0,724.92
A001656,2021-08-05,2021-08-09,邮政,U10945,刘婵,消费者,R00007,黑龙江,东北,楚杰,P00481,办公,收纳,Rogers,搁板,单宽度,是,1160.32,4,0.0,347.76
A000685,2019-06-19,2019-06-21,顺丰,U20455,卢淑芳,消费者,R00003,江苏,华东,洪光,P01868,办公,标签,Hon,运输标签,耐用,,109.76,2,0.0,53.76
A001657,2020-03-18,2020-03-21,圆通,U17755,葛乐,小型企业,R00012,安徽,华东,洪光,P01643,办公,纸张,Enermax,信纸,每包12个,,717.36,3,0.0,150.36
A001657,2020-03-18,2020-03-21,圆通,U17755,葛乐,小型企业,R00012,安徽,华东,洪光,P00239,技术,设备,松下,打印机,白色,,2472.4,2,0.0,988.96
A001657,2020-03-18,2020-03-21,圆通,U17755,葛乐,小型企业,R00012,安徽,华东,洪光,P01511,办公,收纳,Tenex,文件车,工业,,1256.36,2,0.0,464.8
A000450,2018-04-05,2018-04-09,邮政,U12535,余毅,公司,R00018,湖南,中南,范彩,P01271,家具,书架,Sauder,墙角架,黑色,,1387.4,2,0.0,526.96
A000450,2018-04-05,2018-04-09,邮政,U12535,余毅,公司,R00018,湖南,中南,范彩,P00302,家具,椅子,Harbour Creations,凳子,红色,,2269.51,3,0.1,251.83
A000450,2018-04-05,2018-04-09,邮政,U12535,余毅,公司,R00018,湖南,中南,范彩,P01803,办公,标签,Avery,有色标签,可调,,104.44,2,0.0,11.48
A001658,2021-01-22,2021-01-29,圆通,U12400,肖冬露,小型企业,R00014,吉林,东北,楚杰,P00451,技术,复印,Brother,复印机,红色,是,6078.1,5,0.0,2248.4
A001658,2021-01-22,2021-01-29,圆通,U12400,肖冬露,小型企业,R00014,吉林,东北,楚杰,P00276,家具,用具,Advantus,灯泡,一包多件,是,469.7,5,0.0,93.8
A001333,2020-04-18,2020-04-24,中通,U10240,唐安,消费者,R00010,河北,华北,殷莲,P00431,家具,椅子,Novimex,扶手椅,每套两件,,10738.0,5,0.0,1824.9
A001333,2020-04-18,2020-04-24,中通,U10240,唐安,消费者,R00010,河北,华北,殷莲,P00411,家具,用具,Eldon,分层置放架,一包多件,,736.4,5,0.0,95.2
A001333,2020-04-18,2020-04-24,中通,U10240,唐安,消费者,R00010,河北,华北,殷莲,P00716,办公,美术,Sanford,记号笔,整包,,109.76,1,0.0,13.16
A001333,2020-04-18,2020-04-24,中通,U10240,唐安,消费者,R00010,河北,华北,殷莲,P00027,技术,电话,思科,办公室电话机,蓝色,,2628.36,7,0.0,314.58
A001333,2020-04-18,2020-04-24,中通,U10240,唐安,消费者,R00010,河北,华北,殷莲,P00388,技术,电话,摩托罗拉,耳机,混合尺寸,,770.84,2,0.0,308.28
A001333,2020-04-18,2020-04-24,中通,U10240,唐安,消费者,R00010,河北,华北,殷莲,P01569,技术,复印,Hewlett,无线传真机,数字化,,10635.24,6,0.0,1807.68
A001333,2020-04-18,2020-04-24,中通,U10240,唐安,消费者,R00010,河北,华北,殷莲,P01918,办公,装订,Ibico,装订机,透明,,348.6,5,0.0,62.3
A000941,2020-03-09,2020-03-13,邮政,U18910,贾柏,小型企业,R00019,北京,华北,殷莲,P00503,家具,书架,Safco,搁架,金属,,3662.4,4,0.0,1208.48
A001659,2021-06-27,2021-06-30,中通,U18775,李谙,小型企业,R00001,浙江,华东,洪光,P00337,家具,桌子,Chromcraft,电脑桌,黑色,,3310.94,4,0.6,-2980.1
A001659,2021-06-27,2021-06-30,中通,U18775,李谙,小型企业,R00001,浙江,华东,洪光,P00604,办公,收纳,Fellowes,盒,单宽度,,827.82,9,0.0,248.22
A001660,2020-05-15,2020-05-18,圆通,U21010,孙斯云,消费者,R00001,浙江,华东,洪光,P01309,技术,配件,Enermax,闪存驱动器,实惠,,232.51,2,0.4,11.59
A001661,2018-08-09,2018-08-15,邮政,U11815,万达侠,公司,R00015,辽宁,东北,楚杰,P01944,办公,装订,Avery,装订机盖,回收,,64.01,2,0.4,-22.51
A001662,2020-03-03,2020-03-09,邮政,U10075,余嫒,公司,R00004,广东,中南,范彩,P00366,办公,装订,Acco,订书机,回收,,1440.6,6,0.0,330.96
A000313,2019-06-23,2019-06-27,邮政,U10195,梁安,公司,R00008,山东,华东,洪光,P00643,办公,系固,Accos,回形针,混合尺寸,,160.86,3,0.0,52.92
A000313,2019-06-23,2019-06-27,邮政,U10195,梁安,公司,R00008,山东,华东,洪光,P00510,家具,书架,Safco,搁架,黑色,,924.42,1,0.0,166.32
A000313,2019-06-23,2019-06-27,邮政,U10195,梁安,公司,R00008,山东,华东,洪光,P01099,办公,用品,Acme,美工刀,锯齿状,,322.0,2,0.0,99.68
A000313,2019-06-23,2019-06-27,邮政,U10195,梁安,公司,R00008,山东,华东,洪光,P01590,家具,用具,Advantus,相框,黑色,,247.24,1,0.0,81.48
A000313,2019-06-23,2019-06-27,邮政,U10195,梁安,公司,R00008,山东,华东,洪光,P01750,技术,电话,思科,音频基座,混合尺寸,,862.96,1,0.0,77.56
A000313,2019-06-23,2019-06-27,邮政,U10195,梁安,公司,R00008,山东,华东,洪光,P01828,办公,标签,Smead,圆形标签,红色,,62.72,2,0.0,30.52
A001663,2020-11-26,2020-12-03,邮政,U17965,徐蔓楚,公司,R00012,安徽,华东,洪光,P01924,办公,装订,Wilson Jones,装订机,实惠,,243.04,4,0.0,53.2
A001664,2020-04-24,2020-04-28,邮政,U19255,邱谦,公司,R00020,重庆,西南,白德伟,P01525,办公,收纳,Rogers,文件夹,蓝色,,429.66,3,0.0,206.22
A001664,2020-04-24,2020-04-28,邮政,U19255,邱谦,公司,R00020,重庆,西南,白德伟,P01536,办公,收纳,Fellowes,文件夹,金属,,356.58,3,0.0,24.78
A000733,2019-01-06,2019-01-11,邮政,U13315,陶莞颖,消费者,R00024,云南,西南,白德伟,P00340,办公,系固,Stockwell,订书钉,每包12个,是,137.76,3,0.0,12.18
A000418,2019-05-02,2019-05-07,邮政,U11380,杨诚,公司,R00008,山东,华东,洪光,P01252,办公,美术,Boston,铅笔刀,整包,,545.44,4,0.0,255.92
A001294,2019-05-04,2019-05-08,邮政,U17170,宋良,公司,R00002,四川,西南,白德伟,P01367,家具,书架,Safco,书架,黑色,,841.85,2,0.4,-477.23
A001355,2021-06-03,2021-06-05,邮政,U20410,严盛,消费者,R00022,广西,中南,范彩,P00038,办公,纸张,Eaton,备忘录便条,每包12个,,166.88,2,0.0,46.48
A001665,2018-06-23,2018-06-29,邮政,U17380,施丽丽,公司,R00007,黑龙江,东北,楚杰,P00868,办公,器具,KitchenAid,咖啡研磨机,红色,,657.72,2,0.0,72.24
A001666,2020-05-27,2020-05-31,邮政,U11815,万达侠,公司,R00008,山东,华东,洪光,P01826,办公,标签,Avery,圆形标签,耐用,,175.7,5,0.0,85.4
A001666,2020-05-27,2020-05-31,邮政,U11815,万达侠,公司,R00008,山东,华东,洪光,P01710,家具,椅子,Hon,摇椅,可调,,1863.54,3,0.0,763.98
A001219,2021-05-23,2021-05-28,圆通,U19990,邵绅,消费者,R00027,山西,华北,殷莲,P01935,办公,装订,Cardinal,装订机盖,耐用,,315.0,5,0.0,12.6
A001667,2018-06-27,2018-06-29,圆通,U11740,严聪,消费者,R00003,江苏,华东,洪光,P01382,家具,书架,Sauder,书库,白色,,5462.1,5,0.4,-2458.4
A000773,2019-05-16,2019-05-23,邮政,U19555,王庆缘,消费者,R00009,上海,华东,洪光,P00871,办公,器具,Hamilton Beach,咖啡研磨机,银色,,405.16,2,0.0,36.4
A000773,2019-05-16,2019-05-23,邮政,U19555,王庆缘,消费者,R00009,上海,华东,洪光,P00780,技术,配件,Memorex,键盘,可编程,,339.92,1,0.0,37.38
A000082,2020-05-02,2020-05-07,邮政,U19300,龙谦,消费者,R00017,河南,中南,范彩,P00560,家具,书架,Dania,柜,黑色,,3332.0,5,0.0,833.0
A000082,2020-05-02,2020-05-07,邮政,U19300,龙谦,消费者,R00017,河南,中南,范彩,P00707,办公,美术,Stanley,记号笔,金属,,262.75,3,0.2,-59.39
A000082,2020-05-02,2020-05-07,邮政,U19300,龙谦,消费者,R00017,河南,中南,范彩,P00466,办公,美术,Sanford,钢笔,蓝色,,82.88,2,0.2,-17.64
A000082,2020-05-02,2020-05-07,邮政,U19300,龙谦,消费者,R00017,河南,中南,范彩,P01643,办公,纸张,Enermax,信纸,每包12个,,1673.84,7,0.0,350.84
A001668,2018-09-27,2018-10-04,邮政,U14395,何惠,公司,R00010,河北,华北,殷莲,P00141,技术,电话,摩托罗拉,充电器,混合尺寸,,15062.6,5,0.0,1807.4
A001669,2018-11-01,2018-11-06,邮政,U17635,谢丽雪,公司,R00014,吉林,东北,楚杰,P01897,技术,电话,三星,智能手机,蓝色,是,1150.24,2,0.0,413.84
A001670,2021-01-15,2021-01-20,中通,U14950,韦锦,消费者,R00018,湖南,中南,范彩,P00323,技术,设备,柯尼卡,电话,耐用,,805.56,2,0.0,289.8
A001671,2021-04-25,2021-04-30,邮政,U17770,廖乐,消费者,R00022,广西,中南,范彩,P00422,家具,椅子,Hon,扶手椅,可调,,5791.34,3,0.1,-128.98
A001671,2021-04-25,2021-04-30,邮政,U17770,廖乐,消费者,R00022,广西,中南,范彩,P00960,办公,标签,Avery,可去除的标签,耐用,,51.94,1,0.0,3.5
A001671,2021-04-25,2021-04-30,邮政,U17770,廖乐,消费者,R00022,广西,中南,范彩,P01522,办公,收纳,Rogers,文件车,单宽度,,1321.88,2,0.0,528.64
A001671,2021-04-25,2021-04-30,邮政,U17770,廖乐,消费者,R00022,广西,中南,范彩,P01127,技术,复印,惠普,墨水,彩色,,3036.6,5,0.0,1335.6
A001671,2021-04-25,2021-04-30,邮政,U17770,廖乐,消费者,R00022,广西,中南,范彩,P00966,办公,装订,Cardinal,孔加固材料,回收,,53.2,2,0.0,25.48
A001672,2019-04-17,2019-04-20,邮政,U19240,邱谦,消费者,R00019,北京,华北,殷莲,P01122,家具,用具,Tenex,门挡,一包多件,,205.1,1,0.0,69.72
A001672,2019-04-17,2019-04-20,邮政,U19240,邱谦,消费者,R00019,北京,华北,殷莲,P00556,家具,书架,Bush,柜,黑色,,4727.52,7,0.0,944.72
A000626,2020-04-30,2020-05-02,邮政,U21520,卢伟,消费者,R00002,四川,西南,白德伟,P01546,办公,标签,Avery,文件夹标签,白色,,127.68,3,0.0,2.52
A000626,2020-04-30,2020-05-02,邮政,U21520,卢伟,消费者,R00002,四川,西南,白德伟,P01172,家具,用具,Advantus,闹钟,耐用,,271.15,2,0.4,-27.33
A001673,2019-08-29,2019-09-04,邮政,U13420,洪光,公司,R00010,河北,华北,殷莲,P01017,办公,纸张,Eaton,令,每包12个,,286.44,2,0.0,91.56
A001673,2019-08-29,2019-09-04,邮政,U13420,洪光,公司,R00010,河北,华北,殷莲,P01684,办公,纸张,Green Bar,羊皮纸,优质,,77.84,1,0.0,12.32
A001673,2019-08-29,2019-09-04,邮政,U13420,洪光,公司,R00010,河北,华北,殷莲,P00540,家具,书架,宜家,古典书架,白色,,5799.78,3,0.0,1623.72
A001674,2019-10-16,2019-10-19,圆通,U16480,马丽娜,消费者,R00020,重庆,西南,白德伟,P00003,办公,系固,Stockwell,按钉,混合尺寸,,55.16,1,0.0,17.08
A001279,2020-01-07,2020-01-14,邮政,U16600,杨立勤,公司,R00004,广东,中南,范彩,P01369,家具,书架,宜家,书架,金属,,1139.04,2,0.0,11.2
A001675,2019-06-27,2019-07-02,邮政,U14425,潘惠,消费者,R00017,河南,中南,范彩,P01244,办公,美术,Sanford,铅笔刀,金属,,202.27,2,0.2,42.95
A000463,2021-07-29,2021-07-31,中通,U14650,何娇,公司,R00007,黑龙江,东北,楚杰,P01870,办公,标签,Hon,运输标签,可调,,259.56,6,0.0,2.52
A001434,2019-09-24,2019-09-25,邮政,U13885,佟虹,小型企业,R00017,河南,中南,范彩,P01732,家具,椅子,Hon,椅垫,可调,,1218.42,5,0.1,541.52
A001434,2019-09-24,2019-09-25,邮政,U13885,佟虹,小型企业,R00017,河南,中南,范彩,P01131,技术,复印,Brother,墨水,数字化,,685.72,1,0.0,308.56
A001434,2019-09-24,2019-09-25,邮政,U13885,佟虹,小型企业,R00017,河南,中南,范彩,P01768,办公,美术,Sanford,荧光笔,金属,,190.51,3,0.2,6.97
A000955,2019-05-19,2019-05-22,邮政,U21265,邹涛,公司,R00014,吉林,东北,楚杰,P01786,办公,信封,Kraft,邮寄品,红色,,384.44,2,0.0,138.32
A000955,2019-05-19,2019-05-22,邮政,U21265,邹涛,公司,R00014,吉林,东北,楚杰,P01230,技术,设备,爱普生,喷墨打印机,耐用,,2877.84,2,0.0,892.08
A000265,2021-07-23,2021-07-27,邮政,U10555,彭博,公司,R00001,浙江,华东,洪光,P01389,家具,书架,宜家,书库,黑色,是,4085.09,4,0.4,-2451.23
A000265,2021-07-23,2021-07-27,邮政,U10555,彭博,公司,R00001,浙江,华东,洪光,P01454,办公,系固,Stockwell,图钉,整包,是,113.65,3,0.4,-40.07
A001014,2021-05-06,2021-05-08,圆通,U10165,许安,消费者,R00015,辽宁,东北,楚杰,P01060,技术,配件,Memorex,路由器,耐用,,2069.93,3,0.4,34.19
A001351,2021-05-06,2021-05-12,圆通,U21085,黄婷,消费者,R00004,广东,中南,范彩,P00513,家具,书架,Dania,搁架,传统,,6322.4,8,0.0,2149.28
A001676,2018-09-15,2018-09-20,邮政,U20800,常宣,消费者,R00003,江苏,华东,洪光,P01512,办公,收纳,Rogers,文件车,蓝色,,6608.0,10,0.0,65.8
A001676,2018-09-15,2018-09-20,邮政,U20800,常宣,消费者,R00003,江苏,华东,洪光,P00412,家具,用具,Deflect-O,分层置放架,优质,,334.74,5,0.4,-111.86
A001676,2018-09-15,2018-09-20,邮政,U20800,常宣,消费者,R00003,江苏,华东,洪光,P00864,办公,器具,Breville,咖啡研磨机,黑色,,343.22,2,0.4,-74.54
A001676,2018-09-15,2018-09-20,邮政,U20800,常宣,消费者,R00003,江苏,华东,洪光,P01208,家具,桌子,Lesro,培训桌,黑色,,6021.12,12,0.6,-7978.32
A001676,2018-09-15,2018-09-20,邮政,U20800,常宣,消费者,R00003,江苏,华东,洪光,P01186,办公,收纳,Fellowes,盘,蓝色,,1071.28,4,0.0,245.84
A001677,2019-01-18,2019-01-24,邮政,U17665,陶丽雪,公司,R00007,黑龙江,东北,楚杰,P01417,办公,美术,Boston,速写本,整包,,547.34,3,0.2,54.68
A001678,2020-11-16,2020-11-21,邮政,U13780,俞荷,消费者,R00020,重庆,西南,白德伟,P01072,办公,信封,Ames,马尼拉纸信封,回收,,328.86,3,0.0,32.76
A001679,2020-12-31,2021-01-04,邮政,U17500,陈霖,消费者,R00001,浙江,华东,洪光,P01922,办公,装订,Acco,装订机,耐用,,93.24,2,0.4,-17.36
A001679,2020-12-31,2021-01-04,邮政,U17500,陈霖,消费者,R00001,浙江,华东,洪光,P00001,办公,系固,Accos,按钉,整包,,284.59,7,0.4,-95.65
A001679,2020-12-31,2021-01-04,邮政,U17500,陈霖,消费者,R00001,浙江,华东,洪光,P00930,办公,器具,Breville,烤面包机,白色,,1047.9,5,0.4,-17.5
A000394,2019-03-12,2019-03-16,邮政,U15070,徐菊,消费者,R00018,湖南,中南,范彩,P00261,办公,用品,Acme,大剪刀,蓝色,,1164.8,5,0.0,128.1
A000394,2019-03-12,2019-03-16,邮政,U15070,徐菊,消费者,R00018,湖南,中南,范彩,P01135,技术,复印,佳能,墨水,彩色,,693.42,1,0.0,62.3
A001680,2020-06-25,2020-06-25,顺丰,U14095,韦华,公司,R00009,上海,华东,洪光,P00504,家具,书架,Bush,搁架,白色,,6488.16,8,0.0,1880.48
A001680,2020-06-25,2020-06-25,顺丰,U14095,韦华,公司,R00009,上海,华东,洪光,P01386,家具,书架,宜家,书库,金属,,5079.9,3,0.0,914.34
A001680,2020-06-25,2020-06-25,顺丰,U14095,韦华,公司,R00009,上海,华东,洪光,P00077,办公,装订,Wilson Jones,标签,回收,,63.56,2,0.0,29.12
A001680,2020-06-25,2020-06-25,顺丰,U14095,韦华,公司,R00009,上海,华东,洪光,P01176,家具,用具,Rubvermaid,闹钟,耐用,,1761.76,8,0.0,210.56
A001680,2020-06-25,2020-06-25,顺丰,U14095,韦华,公司,R00009,上海,华东,洪光,P01033,办公,器具,Hoover,炉灶,黑色,,5300.4,2,0.0,1484.0
A001680,2020-06-25,2020-06-25,顺丰,U14095,韦华,公司,R00009,上海,华东,洪光,P01338,技术,设备,松下,收据打印机,多色,,1128.4,2,0.0,530.32
A001681,2020-04-04,2020-04-07,中通,U14815,武杰,小型企业,R00008,山东,华东,洪光,P01163,家具,用具,Deflect-O,闹钟,优质,是,228.34,1,0.0,36.4
A001681,2020-04-04,2020-04-07,中通,U14815,武杰,小型企业,R00008,山东,华东,洪光,P00550,家具,书架,Dania,古典书架,黑色,是,11539.08,6,0.0,1384.32
A001681,2020-04-04,2020-04-07,中通,U14815,武杰,小型企业,R00008,山东,华东,洪光,P00444,技术,复印,Hewlett,复印机,每套两件,是,11074.14,9,0.0,5203.8
A000904,2021-06-08,2021-06-12,圆通,U18355,夏明媚,公司,R00020,重庆,西南,白德伟,P00058,办公,纸张,Enermax,笔记本,每包12个,,456.96,3,0.0,118.44
A001682,2021-09-10,2021-09-10,顺丰,U11125,贺晨,小型企业,R00003,江苏,华东,洪光,P00003,办公,系固,Stockwell,按钉,混合尺寸,,66.19,2,0.4,-9.97
A001682,2021-09-10,2021-09-10,顺丰,U11125,贺晨,小型企业,R00003,江苏,华东,洪光,P00340,办公,系固,Stockwell,订书钉,每包12个,,82.66,3,0.4,-42.92
A001682,2021-09-10,2021-09-10,顺丰,U11125,贺晨,小型企业,R00003,江苏,华东,洪光,P01372,家具,书架,Safco,书库,传统,,2182.82,2,0.4,-727.78
A001231,2020-10-15,2020-10-20,邮政,U21745,黎雯,公司,R00001,浙江,华东,洪光,P01743,技术,电话,思科,音频基座,蓝色,,1529.39,3,0.4,152.63
A001231,2020-10-15,2020-10-20,邮政,U21745,黎雯,公司,R00001,浙江,华东,洪光,P01833,办公,标签,Smead,圆形标签,白色,,193.2,6,0.0,46.2
A001231,2020-10-15,2020-10-20,邮政,U21745,黎雯,公司,R00001,浙江,华东,洪光,P00551,家具,书架,Safco,古典书架,白色,,4935.5,4,0.4,-2468.26
A001683,2021-03-21,2021-03-27,邮政,U15310,韦君,公司,R00020,重庆,西南,白德伟,P01750,技术,电话,思科,音频基座,混合尺寸,,6040.72,7,0.0,542.92
A001683,2021-03-21,2021-03-27,邮政,U15310,韦君,公司,R00020,重庆,西南,白德伟,P00344,办公,系固,OIC,订书钉,整包,,52.92,1,0.0,14.28
